id,genus,family,order
76293,Aspasia,Orchidaceae,Asparagales
76294,Nectandra,Lauraceae,Laurales
76295,Cuphea,Lythraceae,Myrtales
76296,Scutellaria,Lamiaceae,Lamiales
76297,Pitcairnia,Bromeliaceae,Poales
76298,Oxytropis,Fabaceae,Fabales
76299,Magnolia,Magnoliaceae,Magnoliales
76300,Eremophila,Scrophulariaceae,Lamiales
76301,Anisodontea,Malvaceae,Malvales
76302,Cyclanthera,Cucurbitaceae,Cucurbitales
76303,Burmannia,Burmanniaceae,Dioscoreales
76304,Microchilus,Orchidaceae,Asparagales
76305,Croton,Euphorbiaceae,Malpighiales
76306,Carex,Cyperaceae,Poales
76307,Macadamia,Proteaceae,Proteales
76308,Etlingera,Zingiberaceae,Zingiberales
76309,Aspilia,Asteraceae,Asterales
76310,Primula,Primulaceae,Ericales
76311,Coccothrinax,Arecaceae,Arecales
76312,Delphinium,Ranunculaceae,Ranunculales
76313,Baccharis,Asteraceae,Asterales
76314,Schizomeria,Cunoniaceae,Oxalidales
76315,Acmadenia,Rutaceae,Sapindales
76316,Geissorhiza,Iridaceae,Asparagales
76317,Diplusodon,Lythraceae,Myrtales
76318,Apios,Fabaceae,Fabales
76319,Melocactus,Cactaceae,Caryophyllales
76320,Crotalaria,Fabaceae,Fabales
76321,Jacksonia,Fabaceae,Fabales
76322,Epipremnum,Araceae,Alismatales
76323,Zamia,Zamiaceae,Cycadales
76324,Dracaena,Asparagaceae,Asparagales
76325,Ligularia,Asteraceae,Asterales
76326,Besleria,Gesneriaceae,Lamiales
76327,Schoenobiblus,Thymelaeaceae,Malvales
76328,Pyrus,Rosaceae,Rosales
76329,Corydalis,Papaveraceae,Ranunculales
76330,Eremophila,Scrophulariaceae,Lamiales
76331,Saussurea,Asteraceae,Asterales
76332,Caraipa,Calophyllaceae,Malpighiales
76333,Carpesium,Asteraceae,Asterales
76334,Mimosa,Fabaceae,Fabales
76335,Carex,Cyperaceae,Poales
76336,Yucca,Asparagaceae,Asparagales
76337,Eucalyptus,Myrtaceae,Myrtales
76338,Dracula,Orchidaceae,Asparagales
76339,Daphnopsis,Thymelaeaceae,Malvales
76340,Caladenia,Orchidaceae,Asparagales
76341,Sageretia,Rhamnaceae,Rosales
76342,Astragalus,Fabaceae,Fabales
76343,Bistorta,Polygonaceae,Caryophyllales
76344,Iris,Iridaceae,Asparagales
76345,Eugenia,Myrtaceae,Myrtales
76346,Pseuderanthemum,Acanthaceae,Lamiales
76347,Tipularia,Orchidaceae,Asparagales
76348,Hypoestes,Acanthaceae,Lamiales
76349,Saxifraga,Saxifragaceae,Saxifragales
76350,Zaluzianskya,Scrophulariaceae,Lamiales
76351,Allium,Amaryllidaceae,Asparagales
76352,Lindera,Lauraceae,Laurales
76353,Euphorbia,Euphorbiaceae,Malpighiales
76354,Tarenna,Rubiaceae,Gentianales
76355,Pandanus,Pandanaceae,Pandanales
76356,Mesechites,Apocynaceae,Gentianales
76357,Dendrosenecio,Asteraceae,Asterales
76358,Encyclia,Orchidaceae,Asparagales
76359,Silene,Caryophyllaceae,Caryophyllales
76360,Commelina,Commelinaceae,Commelinales
76361,Mimosa,Fabaceae,Fabales
76362,Adesmia,Fabaceae,Fabales
76363,Peperomia,Piperaceae,Piperales
76364,Colona,Malvaceae,Malvales
76365,Selago,Scrophulariaceae,Lamiales
76366,Spiranthes,Orchidaceae,Asparagales
76367,Ruschia,Aizoaceae,Caryophyllales
76368,Pombalia,Violaceae,Malpighiales
76369,Antimima,Aizoaceae,Caryophyllales
76370,Piper,Piperaceae,Piperales
76371,Calea,Asteraceae,Asterales
76372,Todaroa,Apiaceae,Apiales
76373,Goodenia,Goodeniaceae,Asterales
76374,Gilia,Polemoniaceae,Ericales
76375,Paspalum,Poaceae,Poales
76376,Vellosiella,Orobanchaceae,Lamiales
76377,Pfaffia,Amaranthaceae,Caryophyllales
76378,Cotyledon,Crassulaceae,Saxifragales
76379,Cotoneaster,Rosaceae,Rosales
76380,Guzmania,Bromeliaceae,Poales
76381,Myoporum,Scrophulariaceae,Lamiales
76382,Clitoria,Fabaceae,Fabales
76383,Actinostachys,Schizaeaceae,Schizaeales
76384,Ophiorrhiza,Rubiaceae,Gentianales
76385,Stryphnodendron,Fabaceae,Fabales
76386,Palmorchis,Orchidaceae,Asparagales
76387,Manihot,Euphorbiaceae,Malpighiales
76388,Erigeron,Asteraceae,Asterales
76389,Dierama,Iridaceae,Asparagales
76390,Turnera,Passifloraceae,Malpighiales
76391,Pelargonium,Geraniaceae,Geraniales
76392,Thujopsis,Cupressaceae,Pinales
76393,Eriogonum,Polygonaceae,Caryophyllales
76394,Echium,Boraginaceae,Boraginales
76395,Elaphoglossum,Dryopteridaceae,Polypodiales
76396,Zamioculcas,Araceae,Alismatales
76397,Cotoneaster,Rosaceae,Rosales
76398,Prasophyllum,Orchidaceae,Asparagales
76399,Primula,Primulaceae,Ericales
76400,Ipomopsis,Polemoniaceae,Ericales
76401,Rinorea,Violaceae,Malpighiales
76402,Alonsoa,Scrophulariaceae,Lamiales
76403,Androsace,Primulaceae,Ericales
76404,Sterculia,Malvaceae,Malvales
76405,Corydalis,Papaveraceae,Ranunculales
76406,Acacia,Fabaceae,Fabales
76407,Bromus,Poaceae,Poales
76408,Mimosa,Fabaceae,Fabales
76409,Draba,Brassicaceae,Brassicales
76410,Juniperus,Cupressaceae,Pinales
76411,Acacia,Fabaceae,Fabales
76412,Eremophila,Scrophulariaceae,Lamiales
76413,Parthenium,Asteraceae,Asterales
76414,Babiana,Iridaceae,Asparagales
76415,Pseudobombax,Malvaceae,Malvales
76416,Diplazium,Athyriaceae,Polypodiales
76417,Cycas,Cycadaceae,Cycadales
76418,Chalarothyrsus,Acanthaceae,Lamiales
76419,Dudleya,Crassulaceae,Saxifragales
76420,Astragalus,Fabaceae,Fabales
76421,Stenostomum,Rubiaceae,Gentianales
76422,Astragalus,Fabaceae,Fabales
76423,Cocculus,Menispermaceae,Ranunculales
76424,Styrax,Styracaceae,Ericales
76425,Arum,Araceae,Alismatales
76426,Cassinia,Asteraceae,Asterales
76427,Heuchera,Saxifragaceae,Saxifragales
76428,Aiphanes,Arecaceae,Arecales
76429,Roscoea,Zingiberaceae,Zingiberales
76430,Campanula,Campanulaceae,Asterales
76431,Ilex,Aquifoliaceae,Aquifoliales
76432,Erica,Ericaceae,Ericales
76433,Aristolochia,Aristolochiaceae,Piperales
76434,Jacksonia,Fabaceae,Fabales
76435,Acmadenia,Rutaceae,Sapindales
76436,Sophora,Fabaceae,Fabales
76437,Isachne,Poaceae,Poales
76438,Orleanesia,Orchidaceae,Asparagales
76439,Asparagus,Asparagaceae,Asparagales
76440,Passiflora,Passifloraceae,Malpighiales
76441,Hyptis,Lamiaceae,Lamiales
76442,Salix,Salicaceae,Malpighiales
76443,Pomaderris,Rhamnaceae,Rosales
76444,Hyptis,Lamiaceae,Lamiales
76445,Grosvenoria,Asteraceae,Asterales
76446,Burmannia,Burmanniaceae,Dioscoreales
76447,Erica,Ericaceae,Ericales
76448,Dasyphyllum,Asteraceae,Asterales
76449,Gerbera,Asteraceae,Asterales
76450,Mallotus,Euphorbiaceae,Malpighiales
76451,Trichopetalum,Asparagaceae,Asparagales
76452,Dracaena,Asparagaceae,Asparagales
76453,Pterostylis,Orchidaceae,Asparagales
76454,Tillandsia,Bromeliaceae,Poales
76455,Hydnocarpus,Achariaceae,Malpighiales
76456,Helichrysum,Asteraceae,Asterales
76457,Neomirandea,Asteraceae,Asterales
76458,Sporobolus,Poaceae,Poales
76459,Encholirium,Bromeliaceae,Poales
76460,Allium,Amaryllidaceae,Asparagales
76461,Lithocarpus,Fagaceae,Fagales
76462,Ophiopogon,Asparagaceae,Asparagales
76463,Rolandra,Asteraceae,Asterales
76464,Astragalus,Fabaceae,Fabales
76465,Petrosimonia,Amaranthaceae,Caryophyllales
76466,Dichoropetalum,Apiaceae,Apiales
76467,Trichilia,Meliaceae,Sapindales
76468,Nemesia,Scrophulariaceae,Lamiales
76469,Asplundia,Cyclanthaceae,Pandanales
76470,Anemone,Ranunculaceae,Ranunculales
76471,Helinus,Rhamnaceae,Rosales
76472,Boronia,Rutaceae,Sapindales
76473,Phymatidium,Orchidaceae,Asparagales
76474,Prunus,Rosaceae,Rosales
76475,Habenaria,Orchidaceae,Asparagales
76476,Leucostele,Cactaceae,Caryophyllales
76477,Camellia,Theaceae,Ericales
76478,Barkeria,Orchidaceae,Asparagales
76479,Artemisia,Asteraceae,Asterales
76480,Cecropia,Urticaceae,Rosales
76481,Senna,Fabaceae,Fabales
76482,Kalanchoe,Crassulaceae,Saxifragales
76483,Acmanthera,Malpighiaceae,Malpighiales
76484,Nectandra,Lauraceae,Laurales
76485,Persicaria,Polygonaceae,Caryophyllales
76486,Platylophus,Cunoniaceae,Oxalidales
76487,Cavendishia,Ericaceae,Ericales
76488,Ficus,Moraceae,Rosales
76489,Metteniusa,Metteniusaceae,Metteniusales
76490,Cylindrophyllum,Aizoaceae,Caryophyllales
76491,Allium,Amaryllidaceae,Asparagales
76492,Marah,Cucurbitaceae,Cucurbitales
76493,Paronychia,Caryophyllaceae,Caryophyllales
76494,Impatiens,Balsaminaceae,Ericales
76495,Noccaea,Brassicaceae,Brassicales
76496,Eurybia,Asteraceae,Asterales
76497,Amyema,Loranthaceae,Santalales
76498,Scleria,Cyperaceae,Poales
76499,Plinia,Myrtaceae,Myrtales
76500,Tacca,Dioscoreaceae,Dioscoreales
76501,Viola,Violaceae,Malpighiales
76502,Chusquea,Poaceae,Poales
76503,Amelanchier,Rosaceae,Rosales
76504,Passerina,Thymelaeaceae,Malvales
76505,Murdannia,Commelinaceae,Commelinales
76506,Iris,Iridaceae,Asparagales
76507,Primula,Primulaceae,Ericales
76508,Dianthus,Caryophyllaceae,Caryophyllales
76509,Trillium,Melanthiaceae,Liliales
76510,Callisthene,Vochysiaceae,Myrtales
76511,Elaphoglossum,Dryopteridaceae,Polypodiales
76512,Hymenostylium,Pottiaceae,Pottiales
76513,Phyllonoma,Phyllonomaceae,Aquifoliales
76514,Epilobium,Onagraceae,Myrtales
76515,Dimerostemma,Asteraceae,Asterales
76516,Erica,Ericaceae,Ericales
76517,Artemisia,Asteraceae,Asterales
76518,Sonchus,Asteraceae,Asterales
76519,Senecio,Asteraceae,Asterales
76520,Eucalyptus,Myrtaceae,Myrtales
76521,Chaenostoma,Scrophulariaceae,Lamiales
76522,Ocellochloa,Poaceae,Poales
76523,Arisaema,Araceae,Alismatales
76524,Pavonia,Malvaceae,Malvales
76525,Tillandsia,Bromeliaceae,Poales
76526,Amphithalea,Fabaceae,Fabales
76527,Encholirium,Bromeliaceae,Poales
76528,Pleurothallis,Orchidaceae,Asparagales
76529,Eremophila,Scrophulariaceae,Lamiales
76530,Begonia,Begoniaceae,Cucurbitales
76531,Astrebla,Poaceae,Poales
76532,Cryptocarya,Lauraceae,Laurales
76533,Persea,Lauraceae,Laurales
76534,Xyris,Xyridaceae,Poales
76535,Rubus,Rosaceae,Rosales
76536,Lasiacis,Poaceae,Poales
76537,Ruppia,Ruppiaceae,Alismatales
76538,Actaea,Ranunculaceae,Ranunculales
76539,Blakea,Melastomataceae,Myrtales
76540,Nidularium,Bromeliaceae,Poales
76541,Taraxacum,Asteraceae,Asterales
76542,Rhododendron,Ericaceae,Ericales
76543,Gomesa,Orchidaceae,Asparagales
76544,Ardisiandra,Primulaceae,Ericales
76545,Heteropterys,Malpighiaceae,Malpighiales
76546,Yushania,Poaceae,Poales
76547,Salvia,Lamiaceae,Lamiales
76548,Aframomum,Zingiberaceae,Zingiberales
76549,Mouriri,Melastomataceae,Myrtales
76550,Pentameris,Poaceae,Poales
76551,Erica,Ericaceae,Ericales
76552,Dicliptera,Acanthaceae,Lamiales
76553,Lysimachia,Primulaceae,Ericales
76554,Benkara,Rubiaceae,Gentianales
76555,Spiraea,Rosaceae,Rosales
76556,Ormosia,Fabaceae,Fabales
76557,Dioclea,Fabaceae,Fabales
76558,Ruschia,Aizoaceae,Caryophyllales
76559,Oreocarya,Boraginaceae,Boraginales
76560,Clematis,Ranunculaceae,Ranunculales
76561,Euphorbia,Euphorbiaceae,Malpighiales
76562,Carica,Caricaceae,Brassicales
76563,Dracaena,Asparagaceae,Asparagales
76564,Solanum,Solanaceae,Solanales
76565,Taeniophyllum,Orchidaceae,Asparagales
76566,Caladenia,Orchidaceae,Asparagales
76567,Fritillaria,Liliaceae,Liliales
76568,Festuca,Poaceae,Poales
76569,Amorphophallus,Araceae,Alismatales
76570,Xanthophyllum,Polygalaceae,Fabales
76571,Pelexia,Orchidaceae,Asparagales
76572,Sagina,Caryophyllaceae,Caryophyllales
76573,Fimbristylis,Cyperaceae,Poales
76574,Primula,Primulaceae,Ericales
76575,Archidium,Archidiaceae,Archidiales
76576,Chionanthus,Oleaceae,Lamiales
76577,Orthophytum,Bromeliaceae,Poales
76578,Endlicheria,Lauraceae,Laurales
76579,Habenaria,Orchidaceae,Asparagales
76580,Hibiscus,Malvaceae,Malvales
76581,Sabal,Arecaceae,Arecales
76582,Begonia,Begoniaceae,Cucurbitales
76583,Anthurium,Araceae,Alismatales
76584,Cylindropuntia,Cactaceae,Caryophyllales
76585,Astragalus,Fabaceae,Fabales
76586,Melocactus,Cactaceae,Caryophyllales
76587,Trichilia,Meliaceae,Sapindales
76588,Rhododendron,Ericaceae,Ericales
76589,Elaphoglossum,Dryopteridaceae,Polypodiales
76590,Agrianthus,Asteraceae,Asterales
76591,Linaria,Plantaginaceae,Lamiales
76592,Maesa,Primulaceae,Ericales
76593,Canavalia,Fabaceae,Fabales
76594,Hakea,Proteaceae,Proteales
76595,Vallisneria,Hydrocharitaceae,Alismatales
76596,Pleurostylia,Celastraceae,Celastrales
76597,Aloe,Asphodelaceae,Asparagales
76598,Cuphea,Lythraceae,Myrtales
76599,Physaria,Brassicaceae,Brassicales
76600,Scirpus,Cyperaceae,Poales
76601,Croton,Euphorbiaceae,Malpighiales
76602,Diospyros,Ebenaceae,Ericales
76603,Pediomelum,Fabaceae,Fabales
76604,Syzygium,Myrtaceae,Myrtales
76605,Allium,Amaryllidaceae,Asparagales
76606,Amphitecna,Bignoniaceae,Lamiales
76607,Matelea,Apocynaceae,Gentianales
76608,Metzgeria,Metzgeriaceae,Metzgeriales
76609,Mikania,Asteraceae,Asterales
76610,Nectandra,Lauraceae,Laurales
76611,Ichthyothere,Asteraceae,Asterales
76612,Aster,Asteraceae,Asterales
76613,Lathyrus,Fabaceae,Fabales
76614,Helixanthera,Loranthaceae,Santalales
76615,Banksia,Proteaceae,Proteales
76616,Stachys,Lamiaceae,Lamiales
76617,Cyathea,Cyatheaceae,Cyatheales
76618,Laccosperma,Arecaceae,Arecales
76619,Rubus,Rosaceae,Rosales
76620,Cuphea,Lythraceae,Myrtales
76621,Rhododendron,Ericaceae,Ericales
76622,Nepeta,Lamiaceae,Lamiales
76623,Solidago,Asteraceae,Asterales
76624,Ormocarpopsis,Fabaceae,Fabales
76625,Corymbium,Asteraceae,Asterales
76626,Indigofera,Fabaceae,Fabales
76627,Marsupella,Gymnomitriaceae,Jungermanniales
76628,Lindmania,Bromeliaceae,Poales
76629,Stachytarpheta,Verbenaceae,Lamiales
76630,Lawrencia,Malvaceae,Malvales
76631,Platygyrium,Pylaisiadelphaceae,Hypnales
76632,Cupressus,Cupressaceae,Pinales
76633,Argemone,Papaveraceae,Ranunculales
76634,Pinguicula,Lentibulariaceae,Lamiales
76635,Oxalis,Oxalidaceae,Oxalidales
76636,Romulea,Iridaceae,Asparagales
76637,Conophytum,Aizoaceae,Caryophyllales
76638,Mimosa,Fabaceae,Fabales
76639,Erythranthe,Phrymaceae,Lamiales
76640,Campylocentrum,Orchidaceae,Asparagales
76641,Galipea,Rutaceae,Sapindales
76642,Festuca,Poaceae,Poales
76643,Begonia,Begoniaceae,Cucurbitales
76644,Pradosia,Sapotaceae,Ericales
76645,Philacra,Ochnaceae,Malpighiales
76646,Aconitum,Ranunculaceae,Ranunculales
76647,Gnetum,Gnetaceae,Gnetales
76648,Momordica,Cucurbitaceae,Cucurbitales
76649,Murdannia,Commelinaceae,Commelinales
76650,Trichomanes,Hymenophyllaceae,Hymenophyllales
76651,Zigadenus,Melanthiaceae,Liliales
76652,Penstemon,Plantaginaceae,Lamiales
76653,Tibouchina,Melastomataceae,Myrtales
76654,Elatostema,Urticaceae,Rosales
76655,Premna,Lamiaceae,Lamiales
76656,Selago,Scrophulariaceae,Lamiales
76657,Peperomia,Piperaceae,Piperales
76658,Rhododendron,Ericaceae,Ericales
76659,Stegolepis,Rapateaceae,Poales
76660,Retama,Fabaceae,Fabales
76661,Clitoria,Fabaceae,Fabales
76662,Erica,Ericaceae,Ericales
76663,Pyrus,Rosaceae,Rosales
76664,Collinsia,Plantaginaceae,Lamiales
76665,Myrsine,Primulaceae,Ericales
76666,Tetragonia,Aizoaceae,Caryophyllales
76667,Cybianthus,Primulaceae,Ericales
76668,Philotheca,Rutaceae,Sapindales
76669,Euphorbia,Euphorbiaceae,Malpighiales
76670,Eriocaulon,Eriocaulaceae,Poales
76671,Inga,Fabaceae,Fabales
76672,Linum,Linaceae,Malpighiales
76673,Astartea,Myrtaceae,Myrtales
76674,Disocactus,Cactaceae,Caryophyllales
76675,Gonystylus,Thymelaeaceae,Malvales
76676,Phyllagathis,Melastomataceae,Myrtales
76677,Cathedra,Olacaceae,Santalales
76678,Pterandra,Malpighiaceae,Malpighiales
76679,Trymatococcus,Moraceae,Rosales
76680,Spartochloa,Poaceae,Poales
76681,Lampranthus,Aizoaceae,Caryophyllales
76682,Tetraria,Cyperaceae,Poales
76683,Vicia,Fabaceae,Fabales
76684,Eucalyptus,Myrtaceae,Myrtales
76685,Eucalyptus,Myrtaceae,Myrtales
76686,Juglans,Juglandaceae,Fagales
76687,Zanthoxylum,Rutaceae,Sapindales
76688,Aldina,Fabaceae,Fabales
76689,Ammocharis,Amaryllidaceae,Asparagales
76690,Drosanthemum,Aizoaceae,Caryophyllales
76691,Lupinus,Fabaceae,Fabales
76692,Grevillea,Proteaceae,Proteales
76693,Corydalis,Papaveraceae,Ranunculales
76694,Clematis,Ranunculaceae,Ranunculales
76695,Mimosa,Fabaceae,Fabales
76696,Mimosa,Fabaceae,Fabales
76697,Townsonia,Orchidaceae,Asparagales
76698,Scaphochlamys,Zingiberaceae,Zingiberales
76699,Tetrapterys,Malpighiaceae,Malpighiales
76700,Helianthus,Asteraceae,Asterales
76701,Diplostephium,Asteraceae,Asterales
76702,Cynorkis,Orchidaceae,Asparagales
76703,Verticordia,Myrtaceae,Myrtales
76704,Saurauia,Actinidiaceae,Ericales
76705,Cavendishia,Ericaceae,Ericales
76706,Melaleuca,Myrtaceae,Myrtales
76707,Styrax,Styracaceae,Ericales
76708,Myriopus,Boraginaceae,Boraginales
76709,Rhododendron,Ericaceae,Ericales
76710,Lepanthes,Orchidaceae,Asparagales
76711,Anthurium,Araceae,Alismatales
76712,Calostemma,Amaryllidaceae,Asparagales
76713,Begonia,Begoniaceae,Cucurbitales
76714,Pterostylis,Orchidaceae,Asparagales
76715,Astragalus,Fabaceae,Fabales
76716,Habenaria,Orchidaceae,Asparagales
76717,Meriania,Melastomataceae,Myrtales
76718,Aconitum,Ranunculaceae,Ranunculales
76719,Psychotria,Rubiaceae,Gentianales
76720,Pedicularis,Orobanchaceae,Lamiales
76721,Vochysia,Vochysiaceae,Myrtales
76722,Lysimachia,Primulaceae,Ericales
76723,Guarea,Meliaceae,Sapindales
76724,Alternanthera,Amaranthaceae,Caryophyllales
76725,Neobolusia,Orchidaceae,Asparagales
76726,Acacia,Fabaceae,Fabales
76727,Dissocarpus,Amaranthaceae,Caryophyllales
76728,Kumara,Asphodelaceae,Asparagales
76729,Polystachya,Orchidaceae,Asparagales
76730,Cayaponia,Cucurbitaceae,Cucurbitales
76731,Calliandra,Fabaceae,Fabales
76732,Morina,Caprifoliaceae,Dipsacales
76733,Endostemon,Lamiaceae,Lamiales
76734,Distimake,Convolvulaceae,Solanales
76735,Hoffmannia,Rubiaceae,Gentianales
76736,Encelia,Asteraceae,Asterales
76737,Tristachya,Poaceae,Poales
76738,Antennaria,Asteraceae,Asterales
76739,Orthaea,Ericaceae,Ericales
76740,Eucalyptus,Myrtaceae,Myrtales
76741,Marianthus,Pittosporaceae,Apiales
76742,Lagotis,Plantaginaceae,Lamiales
76743,Impatiens,Balsaminaceae,Ericales
76744,Draba,Brassicaceae,Brassicales
76745,Nepeta,Lamiaceae,Lamiales
76746,Melica,Poaceae,Poales
76747,Eriogonum,Polygonaceae,Caryophyllales
76748,Kunzea,Myrtaceae,Myrtales
76749,Harrisia,Cactaceae,Caryophyllales
76750,Delphinium,Ranunculaceae,Ranunculales
76751,Carex,Cyperaceae,Poales
76752,Eriachne,Poaceae,Poales
76753,Salix,Salicaceae,Malpighiales
76754,Astragalus,Fabaceae,Fabales
76755,Coffea,Rubiaceae,Gentianales
76756,Euphorbia,Euphorbiaceae,Malpighiales
76757,Nepeta,Lamiaceae,Lamiales
76758,Fallopia,Polygonaceae,Caryophyllales
76759,Luisia,Orchidaceae,Asparagales
76760,Calocephalus,Asteraceae,Asterales
76761,Agapetes,Ericaceae,Ericales
76762,Crataegus,Rosaceae,Rosales
76763,Silene,Caryophyllaceae,Caryophyllales
76764,Piptocarpha,Asteraceae,Asterales
76765,Solanum,Solanaceae,Solanales
76766,Lithocarpus,Fagaceae,Fagales
76767,Spergularia,Caryophyllaceae,Caryophyllales
76768,Viscum,Santalaceae,Santalales
76769,Fimbristylis,Cyperaceae,Poales
76770,Miconia,Melastomataceae,Myrtales
76771,Schizostachyum,Poaceae,Poales
76772,Selenicereus,Cactaceae,Caryophyllales
76773,Edgeworthia,Thymelaeaceae,Malvales
76774,Sibbaldia,Rosaceae,Rosales
76775,Annona,Annonaceae,Magnoliales
76776,Parthenium,Asteraceae,Asterales
76777,Solanum,Solanaceae,Solanales
76778,Kostermanthus,Chrysobalanaceae,Malpighiales
76779,Kefersteinia,Orchidaceae,Asparagales
76780,Justicia,Acanthaceae,Lamiales
76781,Fimbristylis,Cyperaceae,Poales
76782,Acantholimon,Plumbaginaceae,Caryophyllales
76783,Gloriosa,Colchicaceae,Liliales
76784,Lasiolaena,Asteraceae,Asterales
76785,Psilotrichum,Amaranthaceae,Caryophyllales
76786,Vicia,Fabaceae,Fabales
76787,Dalechampia,Euphorbiaceae,Malpighiales
76788,Tibouchina,Melastomataceae,Myrtales
76789,Caladenia,Orchidaceae,Asparagales
76790,Ligularia,Asteraceae,Asterales
76791,Eumachia,Rubiaceae,Gentianales
76792,Selaginella,Selaginellaceae,Selaginellales
76793,Salix,Salicaceae,Malpighiales
76794,Lithocarpus,Fagaceae,Fagales
76795,Andropogon,Poaceae,Poales
76796,Sphyrospermum,Ericaceae,Ericales
76797,Solanum,Solanaceae,Solanales
76798,Mitreola,Loganiaceae,Gentianales
76799,Chamaecrista,Fabaceae,Fabales
76800,Aristea,Iridaceae,Asparagales
76801,Sigesbeckia,Asteraceae,Asterales
76802,Ulmus,Ulmaceae,Rosales
76803,Cyrtanthus,Amaryllidaceae,Asparagales
76804,Cuphea,Lythraceae,Myrtales
76805,Actinidia,Actinidiaceae,Ericales
76806,Sesbania,Fabaceae,Fabales
76807,Disa,Orchidaceae,Asparagales
76808,Saxifraga,Saxifragaceae,Saxifragales
76809,Rhamnus,Rhamnaceae,Rosales
76810,Lyperanthus,Orchidaceae,Asparagales
76811,Maesa,Primulaceae,Ericales
76812,Bellucia,Melastomataceae,Myrtales
76813,Gerbera,Asteraceae,Asterales
76814,Tachigali,Fabaceae,Fabales
76815,Aegiphila,Lamiaceae,Lamiales
76816,Galianthe,Rubiaceae,Gentianales
76817,Cinnamomum,Lauraceae,Laurales
76818,Buxbaumia,Buxbaumiaceae,Buxbaumiales
76819,Rinorea,Violaceae,Malpighiales
76820,Paranomus,Proteaceae,Proteales
76821,Piper,Piperaceae,Piperales
76822,Lychnophora,Asteraceae,Asterales
76823,Tillandsia,Bromeliaceae,Poales
76824,Tripsacum,Poaceae,Poales
76825,Hackelia,Boraginaceae,Boraginales
76826,Neottia,Orchidaceae,Asparagales
76827,Pomaderris,Rhamnaceae,Rosales
76828,Cotula,Asteraceae,Asterales
76829,Melampodium,Asteraceae,Asterales
76830,Grimmia,Grimmiaceae,Grimmiales
76831,Heterotheca,Asteraceae,Asterales
76832,Cyphostemma,Vitaceae,Vitales
76833,Sclerocactus,Cactaceae,Caryophyllales
76834,Opercularia,Rubiaceae,Gentianales
76835,Prestonia,Apocynaceae,Gentianales
76836,Harpalyce,Fabaceae,Fabales
76837,Staminodianthus,Fabaceae,Fabales
76838,Hibbertia,Dilleniaceae,Dilleniales
76839,Raveniopsis,Rutaceae,Sapindales
76840,Thryptomene,Myrtaceae,Myrtales
76841,Hirtella,Chrysobalanaceae,Malpighiales
76842,Anthurium,Araceae,Alismatales
76843,Lysimachia,Primulaceae,Ericales
76844,Arctostaphylos,Ericaceae,Ericales
76845,Euphorbia,Euphorbiaceae,Malpighiales
76846,Polygala,Polygalaceae,Fabales
76847,Senecio,Asteraceae,Asterales
76848,Selaginella,Selaginellaceae,Selaginellales
76849,Ficus,Moraceae,Rosales
76850,Krameria,Krameriaceae,Zygophyllales
76851,Baccharis,Asteraceae,Asterales
76852,Quercus,Fagaceae,Fagales
76853,Dalea,Fabaceae,Fabales
76854,Bartramia,Bartramiaceae,Bartramiales
76855,Rhododendron,Ericaceae,Ericales
76856,Acacia,Fabaceae,Fabales
76857,Bergenia,Saxifragaceae,Saxifragales
76858,Argemone,Papaveraceae,Ranunculales
76859,Prostanthera,Lamiaceae,Lamiales
76860,Randia,Rubiaceae,Gentianales
76861,Bothriochloa,Poaceae,Poales
76862,Codon,Boraginaceae,Boraginales
76863,Dendrophthora,Santalaceae,Santalales
76864,Lucilia,Asteraceae,Asterales
76865,Vatica,Dipterocarpaceae,Malvales
76866,Moquiniastrum,Asteraceae,Asterales
76867,Thamnosma,Rutaceae,Sapindales
76868,Salvia,Lamiaceae,Lamiales
76869,Astragalus,Fabaceae,Fabales
76870,Elatostema,Urticaceae,Rosales
76871,Euphorbia,Euphorbiaceae,Malpighiales
76872,Epacris,Ericaceae,Ericales
76873,Cotula,Asteraceae,Asterales
76874,Micropholis,Sapotaceae,Ericales
76875,Actinidia,Actinidiaceae,Ericales
76876,Shorea,Dipterocarpaceae,Malvales
76877,Eleocharis,Cyperaceae,Poales
76878,Commidendrum,Asteraceae,Asterales
76879,Eutaxia,Fabaceae,Fabales
76880,Asplenium,Aspleniaceae,Polypodiales
76881,Tulipa,Liliaceae,Liliales
76882,Psychotria,Rubiaceae,Gentianales
76883,Ormosia,Fabaceae,Fabales
76884,Aspidoglossum,Apocynaceae,Gentianales
76885,Corylus,Betulaceae,Fagales
76886,Stephanopodium,Dichapetalaceae,Malpighiales
76887,Cayaponia,Cucurbitaceae,Cucurbitales
76888,Eugenia,Myrtaceae,Myrtales
76889,Senecio,Asteraceae,Asterales
76890,Neocussonia,Araliaceae,Apiales
76891,Carex,Cyperaceae,Poales
76892,Metrosideros,Myrtaceae,Myrtales
76893,Trichilia,Meliaceae,Sapindales
76894,Hauya,Onagraceae,Myrtales
76895,Bertiera,Rubiaceae,Gentianales
76896,Elvasia,Ochnaceae,Malpighiales
76897,Thrinax,Arecaceae,Arecales
76898,Sabatia,Gentianaceae,Gentianales
76899,Calea,Asteraceae,Asterales
76900,Begonia,Begoniaceae,Cucurbitales
76901,Camissoniopsis,Onagraceae,Myrtales
76902,Mesembryanthemum,Aizoaceae,Caryophyllales
76903,Helichrysum,Asteraceae,Asterales
76904,Buchnera,Orobanchaceae,Lamiales
76905,Calypso,Orchidaceae,Asparagales
